3.900000000000000000e+03,9.470216996126720000e+14
3.901000000000000000e+03,3.568404791296000000e+14
3.902000000000000000e+03,9.005437110190080000e+14
3.903000000000000000e+03,3.292438714122240000e+14
3.904000000000000000e+03,1.283481350963200000e+14
3.905000000000000000e+03,1.565271470899200000e+14
3.906000000000000000e+03,8.803992406589440000e+14
3.907000000000000000e+03,2.227832252006400000e+14
3.908000000000000000e+03,8.740767132549120000e+14
3.909000000000000000e+03,3.358201709854720000e+14
3.910000000000000000e+03,3.740976577249280000e+14
3.911000000000000000e+03,6.806274939289600000e+14
3.912000000000000000e+03,8.163267172106240000e+14
3.913000000000000000e+03,7.398444897402880000e+14
3.914000000000000000e+03,4.572301387366400000e+14
3.915000000000000000e+03,9.753517065502720000e+14
3.916000000000000000e+03,9.721841010606080000e+14
3.917000000000000000e+03,5.047113712926720000e+14
3.918000000000000000e+03,9.085883189821440000e+14
3.919000000000000000e+03,4.269496797757440000e+14
3.920000000000000000e+03,7.583802935214080000e+14
3.921000000000000000e+03,4.809592626216960000e+14
3.922000000000000000e+03,5.729524624916480000e+14
3.923000000000000000e+03,7.080867633561600000e+14
3.924000000000000000e+03,1.693466388070400000e+13
3.925000000000000000e+03,6.738254065827840000e+14
3.926000000000000000e+03,6.756880131031040000e+14
3.927000000000000000e+03,4.606722194800640000e+14
3.928000000000000000e+03,5.255913883566080000e+14
3.929000000000000000e+03,2.066328269619200000e+13
3.930000000000000000e+03,3.714811837808640000e+14
3.931000000000000000e+03,1.340192451461120000e+14
3.932000000000000000e+03,2.223130269450240000e+14
3.933000000000000000e+03,2.108102824427520000e+14
3.934000000000000000e+03,1.614630879232000000e+14
3.935000000000000000e+03,1.111585183498240000e+14
3.936000000000000000e+03,1.859109812961280000e+14
3.937000000000000000e+03,2.184455766671360000e+14
3.938000000000000000e+03,2.813858225848320000e+14
3.939000000000000000e+03,3.423012430807040000e+14
3.940000000000000000e+03,4.089584979804160000e+14
3.941000000000000000e+03,4.392437887795200000e+14
3.942000000000000000e+03,7.136812938035200000e+13
3.943000000000000000e+03,5.455329215119360000e+14
3.944000000000000000e+03,5.541026898903040000e+14
3.945000000000000000e+03,2.137201731174400000e+14
3.946000000000000000e+03,2.180846148648960000e+14
3.947000000000000000e+03,8.265192114749440000e+14
3.948000000000000000e+03,6.310352513925120000e+14
3.949000000000000000e+03,8.213447825162240000e+14
3.950000000000000000e+03,4.560947909754880000e+14
3.951000000000000000e+03,7.476618670899200000e+14
3.952000000000000000e+03,9.168518360596480000e+14
3.953000000000000000e+03,9.294199841095680000e+14
3.954000000000000000e+03,4.988107237621760000e+14
3.955000000000000000e+03,3.838058608721920000e+14
3.956000000000000000e+03,8.615050755440640000e+14
3.957000000000000000e+03,8.099514422394880000e+14
3.958000000000000000e+03,6.708181241692160000e+14
3.959000000000000000e+03,8.274911491522560000e+14
3.960000000000000000e+03,8.195216360079360000e+14
3.961000000000000000e+03,7.990480637788160000e+14
3.962000000000000000e+03,6.038145539768320000e+14
3.963000000000000000e+03,3.633885929799680000e+14
3.964000000000000000e+03,2.473671482408960000e+14
3.965000000000000000e+03,4.573540888084480000e+14
3.966000000000000000e+03,3.855093522759680000e+14
3.967000000000000000e+03,2.593379602923520000e+14
3.968000000000000000e+03,2.412907929272320000e+14
3.969000000000000000e+03,1.705840214016000000e+14
3.970000000000000000e+03,1.524888711987200000e+14
3.971000000000000000e+03,2.265743055912960000e+14
3.972000000000000000e+03,2.464954544291840000e+14
3.973000000000000000e+03,3.687118358446080000e+14
3.974000000000000000e+03,4.241391605514240000e+14
3.975000000000000000e+03,5.538579774177280000e+14
3.976000000000000000e+03,6.299181572423680000e+14
3.977000000000000000e+03,4.187637405450240000e+14
3.978000000000000000e+03,4.006741771550720000e+14
3.979000000000000000e+03,7.684169610035200000e+14
3.980000000000000000e+03,8.247725019627520000e+14
3.981000000000000000e+03,9.439273098936320000e+14
3.982000000000000000e+03,6.464585460613120000e+14
3.983000000000000000e+03,6.603612209807360000e+14
3.984000000000000000e+03,9.890727177748480000e+14
3.985000000000000000e+03,1.764938964008960000e+14
3.986000000000000000e+03,1.021951430623232000e+15
3.987000000000000000e+03,1.003709295230976000e+15
3.988000000000000000e+03,8.209313248051200000e+14
3.989000000000000000e+03,1.063229824434176000e+15
3.990000000000000000e+03,1.056521018408960000e+15
3.991000000000000000e+03,5.709387939184640000e+14
3.992000000000000000e+03,1.046174173757440000e+15
3.993000000000000000e+03,9.738535682703360000e+14
3.994000000000000000e+03,8.132742705315840000e+14
3.995000000000000000e+03,9.400615037829120000e+14
3.996000000000000000e+03,1.068578937765888000e+15
3.997000000000000000e+03,1.672054424207360000e+14
3.998000000000000000e+03,1.041316767072256000e+15
3.999000000000000000e+03,2.854465463910400000e+14
4.000000000000000000e+03,2.261910804234240000e+14
4.001000000000000000e+03,1.115575946313728000e+15
4.002000000000000000e+03,1.120766145855488000e+15
4.003000000000000000e+03,1.069833806413824000e+15
4.004000000000000000e+03,3.036007356170240000e+14
4.005000000000000000e+03,1.033720043667456000e+15
4.006000000000000000e+03,7.679950475755520000e+14
4.007000000000000000e+03,1.023520771407872000e+15
4.008000000000000000e+03,5.297019404943360000e+14
4.009000000000000000e+03,1.127656145813504000e+15
4.010000000000000000e+03,1.013702744604672000e+15
4.011000000000000000e+03,1.005027783081984000e+15
4.012000000000000000e+03,1.095881843539968000e+15
4.013000000000000000e+03,2.247795125780480000e+14
4.014000000000000000e+03,9.888538086604800000e+14
4.015000000000000000e+03,7.083902967480320000e+14
4.016000000000000000e+03,1.073512915664896000e+15
4.017000000000000000e+03,1.035518091460608000e+15
4.018000000000000000e+03,1.108273830821888000e+15
4.019000000000000000e+03,1.126392083251200000e+15
4.020000000000000000e+03,9.547292197519360000e+14
4.021000000000000000e+03,1.113476579721216000e+15
4.022000000000000000e+03,2.958001354833920000e+14
4.023000000000000000e+03,8.253842495897600000e+13
4.024000000000000000e+03,1.064484894408704000e+15
4.025000000000000000e+03,1.023969528381440000e+15
4.026000000000000000e+03,1.042944291241984000e+15
4.027000000000000000e+03,8.820575677972480000e+14
4.028000000000000000e+03,1.115856192929792000e+15
4.029000000000000000e+03,1.009646416429056000e+15
4.030000000000000000e+03,1.126535025131520000e+15
4.031000000000000000e+03,9.208670265016320000e+14
4.032000000000000000e+03,3.021715181404160000e+14
4.033000000000000000e+03,7.420808255242240000e+14
